Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
X.-J Su,4,,https://openalex.org/A5111734260,A5111734260,,X.-J Su,"S Song, Su, Xuecheng, X.-J Su, Xinyuan Li, XueCheng SU, Xuecheng Su, Xunming Su",45,1191,132.125,10,10,3,False,True,True,"China, United States",True,2,False,2025,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,,,,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,,,,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I80143920,China,Shandong University of Science and Technology,,,,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I80143920,China,Shandong University of Science and Technology,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,,,,,,,,,,,,,https://openalex.org/I94658018,United States,University of Memphis,https://openalex.org/I94658018,United States,University of Memphis,,,,https://openalex.org/I20231570,China,Peking University,,,
X.G. Wang,3,,https://openalex.org/A5002303194,A5002303194,,X.G. Wang,"Wang, Xianzu, X. G. Wang, X.G. Wang, X. G. Wang, Xinyi Zhou",11,998,124.5,5,4,2,False,True,True,"China, United States",True,2,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Xiangwen Wang,1,,https://openalex.org/A5103138406,A5103138406,https://orcid.org/0000-0001-7304-2576,Xiangwen Wang,"Wang, Xiangwen, Xiang-wen Wang, Xiangwen Wang",64,580,0.4,14,19,9,False,True,True,"China, United States",True,2,False,2025,Northwest Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I50760025,China,Hangzhou Dianzi University,,,,https://openalex.org/I4210166763,United States,Arconic (United States),https://openalex.org/I28304128,United States,Alcoa (United States),https://openalex.org/I4210120238,China,PowerChina (China),https://openalex.org/I4210120238,China,PowerChina (China),https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I28304128,United States,Alcoa (United States),https://openalex.org/I23632641,China,Shanghai University of Electric Power,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I23632641,China,Shanghai University of Electric Power,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I46482218,China,Anqing Normal University,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I68986083,China,Northwest Normal University,,,
Xiao Bi,3,,https://openalex.org/A5091346174,A5091346174,,Xiao Bi,"Bi, Xiao, X M Bi, Xiao Bi",8,216,102.5,3,1,3,False,True,False,China,True,1,False,2025,Shanghai Ninth People's Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210147961,China,Tianjin Municipal Research Institute for Family Planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210147206,China,Rongcheng City People's Hospital,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210097066,China,Shanghai Ninth People's Hospital,,,
Xiao Guo Bi,2,,https://openalex.org/A5101289775,A5101289775,,Xiao Guo Bi,"Bi, Xiao, Xiao Guo Bi",16,246,76.66666666666667,4,3,1,False,True,False,China,True,1,False,2020,Shenyang Institute of Engineering,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I108904480,China,Shenyang Institute of Engineering,https://openalex.org/I108904480,China,Shenyang Institute of Engineering,https://openalex.org/I108904480,China,Shenyang Institute of Engineering,,,,,,,,,,,,,,,,,,,https://openalex.org/I108904480,China,Shenyang Institute of Engineering,,,,,,,,,,,,,,,,,,
Xiao-Wen Sun,1,,https://openalex.org/A5111723503,A5111723503,,Xiao-Wen Sun,"Sun, Xiaowen, Xiao-Wen SUN, Xiao-Wen Sun, XiaoWen Sun, Xiaowen Sun, Xiaowen Sun (172452)",25,420,4.0,5,2,4,False,True,False,China,True,1,False,2026,Marine Biomedical Research Institute of Qingdao,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I46529539,China,Chinese Academy of Fishery Sciences,,,,,,,,,,,,,,,,https://openalex.org/I59028903,China,Ocean University of China,https://openalex.org/I46529539,China,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,China,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,China,Chinese Academy of Fishery Sciences,,,,,,,,,,,,,https://openalex.org/I46529539,China,Chinese Academy of Fishery Sciences,,,,,,,,,,,,,https://openalex.org/I204823248,China,Huazhong Agricultural University,,,,https://openalex.org/I4210145056,China,Marine Biomedical Research Institute of Qingdao
XiaoGang Bi,1,,https://openalex.org/A5073381172,A5073381172,https://orcid.org/0000-0001-6677-4672,XiaoGang Bi,"Bi, Xiao, Xiao Gang Bi, XiaoGang BI, XiaoGang Bi, Xiaogang Bi",29,469,0.5,12,14,4,False,True,False,"China, United Kingdom",True,2,False,2025,University of Nottingham Ningbo China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I4210151260,China,Guangdong Open University,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,,,,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,,,,https://openalex.org/I91125648,China,Wuhan Institute of Technology,,,,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,,,
Xiaodong Liu,5,,https://openalex.org/A5100374771,A5100374771,https://orcid.org/0000-0001-8652-9818,Xiaodong Liu,"Gu, Rongyan, Liu Xiaodong, Liu, Xiaodong, Tushar Khot, Wang, Wenhan, Wei Lu, XIAODONG LIU, Xiao-Dong Liu, Xiao-dong LIU, Xiao-dong Liu",482,8424,22.536231884057973,40,143,18,False,True,True,"China, Japan, United Kingdom, United States",True,4,False,2025,Northwestern Polytechnic University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I173911158,United States,Iowa State University,https://openalex.org/I66943878,United Kingdom,De Montfort University,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I92178344,China,Anhui University of Technology,https://openalex.org/I59028903,China,Ocean University of China,https://openalex.org/I922474255,Japan,Tokushima University,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I75917431,Japan,Nara Institute of Science and Technology,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I7350606,China,Dalian Jiaotong University,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I98227222,China,China National Petroleum Corporation (China),https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I7350606,China,Dalian Jiaotong University,https://openalex.org/I99418890,United States,Northwestern Polytechnic University,,,
Xiaohan Wang,4,,https://openalex.org/A5056359676,A5056359676,https://orcid.org/0000-0002-4255-3012,Xiaohan Wang,"R. Wang, Walton, Eliot Jane, Wan, G., Wan, Guanyue, Wang, Chishuai, Wang, Ganrong, Wang, Hong-Jian, Wang, J., Wang, Jialu, Wang, Jianchun",103,343,3.202380952380953,7,6,3,False,True,False,China,True,1,False,2026,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I204553293,China,"China University of Petroleum, Beijing",https://openalex.org/I4387154005,China,State Key Laboratory of Digital Medical Engineering,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University
Xiaojin Shen,3,,https://openalex.org/A5111323358,A5111323358,,Xiaojin Shen,"Shen, Xiaojin, X M Shen, Xiangyue Jin, Xiaojin Shen, Xu-Yan Shen",6,974,239.75,4,4,3,False,True,True,"China, United States",True,2,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210091044,China,First People's Hospital of Yunnan Province,,,,,,,https://openalex.org/I4210160695,China,Shaoxing People's Hospital,,,,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Xiaokang Chen,4,,https://openalex.org/A5101412831,A5101412831,https://orcid.org/0000-0002-0368-7181,Xiaokang Chen,"Chen, Xiaokang, X. Chen, Xiaohan Wang, Xiaokang CHEN, Xiaokang Chen",44,1456,60.88235294117647,11,14,7,False,True,False,"China, Japan",True,2,False,2025,Shanxi Datong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I46529539,China,Chinese Academy of Fishery Sciences,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210153482,China,Changzhou University,,,,https://openalex.org/I1315852903,Japan,Japan Agency for Marine-Earth Science and Technology,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I161350542,China,China Three Gorges University,https://openalex.org/I74525822,China,Hubei University of Technology,https://openalex.org/I5422934,China,Shanxi Datong University,,,
Xiaokang Zhang,3,,https://openalex.org/A5048566877,A5048566877,https://orcid.org/0009-0005-4550-6261,Xiaokang Zhang,"Xiaokang Zhang, Zhang, Xiaokang",7,971,239.75,4,4,2,False,True,True,"China, United States",True,2,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I52158045,China,China Agricultural University,,,,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Xiaosha Chen,4,,https://openalex.org/A5036491343,A5036491343,https://orcid.org/0000-0002-2121-8055,Xiaosha Chen,"Chen, Xiaosha, Xiaojin Shen, Xiaosha Chen",24,1293,120.0,10,10,3,False,True,False,China,True,1,False,2026,Taiyuan University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I4210145761,China,Shenzhen Institutes of Advanced Technology,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,,,,https://openalex.org/I9086337,China,Taiyuan University of Technology,https://openalex.org/I9086337,China,Taiyuan University of Technology,https://openalex.org/I9086337,China,Taiyuan University of Technology,https://openalex.org/I9086337,China,Taiyuan University of Technology
Xiaotao Nie,5,,https://openalex.org/A5113091615,A5113091615,,Xiaotao Nie,"Nie, Xiaotao, Xiaokang Chen, Xiaotao Nie",12,1454,150.28571428571428,8,8,4,False,True,True,"China, Japan, United States",True,3,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,https://openalex.org/I875722105,Japan,Chubu Electric Power (Japan),,,,,,,,,,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Xiaowen Sun,3,,https://openalex.org/A5104180229,A5104180229,,Xiaowen Sun,"Sun, Xiaowen, Xiaowen Sun",8,239,47.8,4,3,3,False,True,False,"China, United Kingdom",True,2,False,2026,Shanghai Ocean University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I4391768157,China,State Key Laboratory of Crystal Materials,https://openalex.org/I4391768157,China,State Key Laboratory of Crystal Materials,https://openalex.org/I44675526,China,Shanghai Ocean University
Xiaoxiang Wang,4,,https://openalex.org/A5100679200,A5100679200,https://orcid.org/0000-0003-4599-9084,Xiaoxiang Wang,"Tianqi Zhang, Wang Xiaoxiang, Wang Xiao‐xiang, Wang, Xiao-Xiang, Wang, Xiaoxiang, Xiao-Xiang WANG, Xiao-Xiang Wang, Xiao-xiang Wang, Xiaowen Sun, Xiaoxiang Wang",160,4800,43.416666666666664,39,84,7,False,True,True,"China, Japan, United States",True,3,False,2025,Shanghai Construction Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I163770644,Japan,Okayama University,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I98227222,China,China National Petroleum Corporation (China),https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4210127624,China,Shougang Institute of Technology,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4210153035,China,Shanghai Construction Group (China),,,
Xin Cheng,3,,https://openalex.org/A5100692497,A5100692497,https://orcid.org/0009-0008-7928-6713,Xin Cheng,"Cheng Xin, Cheng, Xin, Xin Cheng, Xin, Cheng",26,293,22.7,6,4,5,False,True,False,China,True,1,False,2025,Beijing Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,,,,,,,,,,,,,https://openalex.org/I76569877,China,Southeast University,,,,,,,,,,,,,,,,,,,https://openalex.org/I21193070,China,Beijing Jiaotong University,,,,,,,,,,https://openalex.org/I21193070,China,Beijing Jiaotong University,https://openalex.org/I21193070,China,Beijing Jiaotong University,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I4210135985,China,Shanghai University of Medicine and Health Sciences,https://openalex.org/I21193070,China,Beijing Jiaotong University,,,
Xin Jin,3,,https://openalex.org/A5070066511,A5070066511,https://orcid.org/0000-0001-6461-6005,Xin Jin,"Drmic, Irene E., Haiqin Wang, JIN Xin, Jin Xin, Jin, Xiangyue, Jin, Xin, Kim, Chang-Sei, X I N Jin, X Jin, X. Jin",470,10486,12.79,53,205,15,False,True,True,"Belgium, China, United States",True,3,False,2026,Sanya University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I51556381,United States,University of Virginia,,,,,,,,,,https://openalex.org/I37461747,China,Wuhan University,,,,,,,https://openalex.org/I4210108268,China,Northwest Institute For Non-Ferrous Metal Research,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I151075929,China,Army Medical University,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I51185872,China,Jining Medical University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I921990950,United States,University of Colorado Denver,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I4210149102,China,Sanya University
